source,config_name,config,target_dataset,target_name,is_source,is_cross_mDark,gen_auc,gen_pr_auc,sig_eff_at_1pct,stability_kl,stability_js,clean_auc,robust_auc,robustness_score,config_mean_auc,config_min_auc,config_min_to_mean_ratio,config_gen_gap
mDark-1_rinv-0.3_alpha-low,best_avg_alpha-0.2,"{'alpha': 0.2, 'grad_eps': 0.5, 'grad_iter': 20, 'grad_eta': 0.1}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.8_alpha-peak.h5,mDark-1_rinv-0.8_alpha-peak,False,False,0.5750200622258874,0.4773540628314176,0.02807662030963002,0.01562716583056861,0.003585481106078611,0.5749020576477051,0.7786837816238403,1.3544633755703321,0.5073130178679397,0.36524835098740266,0.7199664469924595,0.2600853619170693
mDark-1_rinv-0.3_alpha-low,best_avg_alpha-0.2,"{'alpha': 0.2, 'grad_eps': 0.5, 'grad_iter': 20, 'grad_eta': 0.1}",AutomatedCMS_mZprime-2000_mDark-5_rinv-0.3_alpha-peak.h5,mDark-5_rinv-0.3_alpha-peak,False,True,0.36524835098740266,0.3555067786480228,0.002004878537775253,0.031591787508356416,0.006722022162291977,0.3652993440628052,0.41442567110061646,1.134482385025485,0.5073130178679397,0.36524835098740266,0.7199664469924595,0.2600853619170693
mDark-1_rinv-0.3_alpha-low,best_min_alpha-5.0,"{'alpha': 5.0, 'grad_eps': 0.1, 'grad_iter': 10, 'grad_eta': 0.02}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.2_alpha-peak.h5,mDark-1_rinv-0.2_alpha-peak,False,False,0.5100491742922197,0.4577688374666935,0.013629333677020235,0.014528682413811507,0.0034545156668312716,0.5100306868553162,0.5373314023017883,1.0535275938293038,0.5242369386244835,0.4139833911406645,0.7896875642279095,0.18992603671478392
mDark-1_rinv-0.3_alpha-low,best_min_alpha-5.0,"{'alpha': 5.0, 'grad_eps': 0.1, 'grad_iter': 10, 'grad_eta': 0.02}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-high.h5,mDark-1_rinv-0.3_alpha-high,False,False,0.6103285951379857,0.5856376426598533,0.05263317099730784,0.004751825592401199,0.0011554285593304197,0.6102822422981262,0.6678836941719055,1.0943849384456457,0.5242369386244835,0.4139833911406645,0.7896875642279095,0.18992603671478392
mDark-1_rinv-0.3_alpha-low,best_min_alpha-5.0,"{'alpha': 5.0, 'grad_eps': 0.1, 'grad_iter': 10, 'grad_eta': 0.02}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-low.h5,mDark-1_rinv-0.3_alpha-low,True,False,0.7141629753392674,0.6901481673251997,0.1504450605574201,0.0,0.0,0.7142241597175598,0.6908048987388611,0.9672102089238204,0.5242369386244835,0.4139833911406645,0.7896875642279095,0.18992603671478392
mDark-1_rinv-0.3_alpha-low,best_min_alpha-5.0,"{'alpha': 5.0, 'grad_eps': 0.1, 'grad_iter': 10, 'grad_eta': 0.02}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-peak.h5,mDark-1_rinv-0.3_alpha-peak,False,False,0.5195953769618384,0.4718168930349154,0.01745996084347017,0.014542397011375578,0.0034797080914182616,0.5196118950843811,0.5620812177658081,1.0817327761030766,0.5242369386244835,0.4139833911406645,0.7896875642279095,0.18992603671478392
mDark-1_rinv-0.3_alpha-low,best_min_alpha-5.0,"{'alpha': 5.0, 'grad_eps': 0.1, 'grad_iter': 10, 'grad_eta': 0.02}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.8_alpha-peak.h5,mDark-1_rinv-0.8_alpha-peak,False,False,0.567228155589709,0.49907679265379745,0.04303332458672265,0.00823963664815086,0.0019917700803128986,0.5671797394752502,0.6527172327041626,1.1508119688972862,0.5242369386244835,0.4139833911406645,0.7896875642279095,0.18992603671478392
mDark-1_rinv-0.3_alpha-low,best_min_alpha-5.0,"{'alpha': 5.0, 'grad_eps': 0.1, 'grad_iter': 10, 'grad_eta': 0.02}",AutomatedCMS_mZprime-2000_mDark-5_rinv-0.3_alpha-peak.h5,mDark-5_rinv-0.3_alpha-peak,False,True,0.4139833911406645,0.36699248068991647,0.0009356099842951181,0.01690565897884702,0.004115820727888723,0.4139183759689331,0.4641009271144867,1.1212377948383718,0.5242369386244835,0.4139833911406645,0.7896875642279095,0.18992603671478392
mDark-1_rinv-0.3_alpha-peak,baseline,,AutomatedCMS_mZprime-2000_mDark-1_rinv-0.2_alpha-peak.h5,mDark-1_rinv-0.2_alpha-peak,False,False,0.7141655118786785,0.6451008689581582,0.048492073720840315,0.001880810073041278,0.0004514805568921013,0.7141577005386353,0.6383320093154907,0.8938250036848235,0.7160843829908029,0.645341824991488,0.9012091875208182,0.0225193430846643
mDark-1_rinv-0.3_alpha-peak,baseline,,AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-high.h5,mDark-1_rinv-0.3_alpha-high,False,False,0.7622866152434535,0.7354876207333849,0.12305272391784386,0.010496009750744965,0.0027573992354214373,0.7622749209403992,0.6996859312057495,0.917891841886343,0.7160843829908029,0.645341824991488,0.9012091875208182,0.0225193430846643
mDark-1_rinv-0.3_alpha-peak,baseline,,AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-low.h5,mDark-1_rinv-0.3_alpha-low,False,False,0.645341824991488,0.619965424896854,0.14435283817306288,0.018912472009214358,0.00485631166232979,0.6453455090522766,0.5694247484207153,0.8823564128569595,0.7160843829908029,0.645341824991488,0.9012091875208182,0.0225193430846643
mDark-1_rinv-0.3_alpha-peak,baseline,,AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-peak.h5,mDark-1_rinv-0.3_alpha-peak,True,False,0.7386037260754672,0.6714796379220478,0.059152036460506464,0.0,0.0,0.738580584526062,0.6759741902351379,0.9152341726785334,0.7160843829908029,0.645341824991488,0.9012091875208182,0.0225193430846643
mDark-1_rinv-0.3_alpha-peak,baseline,,AutomatedCMS_mZprime-2000_mDark-1_rinv-0.8_alpha-peak.h5,mDark-1_rinv-0.8_alpha-peak,False,False,0.7683598945408654,0.6834851992457125,0.11669228174082542,0.01121837788875015,0.003032810506780453,0.7683272361755371,0.7779260277748108,1.0124931033904943,0.7160843829908029,0.645341824991488,0.9012091875208182,0.0225193430846643
mDark-1_rinv-0.3_alpha-peak,baseline,,AutomatedCMS_mZprime-2000_mDark-5_rinv-0.3_alpha-peak.h5,mDark-5_rinv-0.3_alpha-peak,False,True,0.6902680682995289,0.5749216548868268,0.006983660239917131,0.015238997782644596,0.003057318484795792,0.6902579069137573,0.6638026833534241,0.9616734219262791,0.7160843829908029,0.645341824991488,0.9012091875208182,0.0225193430846643
mDark-1_rinv-0.3_alpha-peak,best_avg_alpha-0.2,"{'alpha': 0.2, 'grad_eps': 0.5, 'grad_iter': 20, 'grad_eta': 0.1}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.2_alpha-peak.h5,mDark-1_rinv-0.2_alpha-peak,False,False,0.6520871431026336,0.5666699867992447,0.018945740430467845,0.0011429291253599997,0.00028410763053702203,0.6521191000938416,0.6365580558776855,0.9761377266607945,0.6606526843432883,0.5828283155795515,0.8822007832434725,0.013529807766563984
mDark-1_rinv-0.3_alpha-peak,best_avg_alpha-0.2,"{'alpha': 0.2, 'grad_eps': 0.5, 'grad_iter': 20, 'grad_eta': 0.1}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-high.h5,mDark-1_rinv-0.3_alpha-high,False,False,0.7299692674712888,0.6854089881468873,0.04464744850116458,0.009139171845001704,0.0023297995333031478,0.7299605011940002,0.712064266204834,0.9754832830545033,0.6606526843432883,0.5828283155795515,0.8822007832434725,0.013529807766563984
mDark-1_rinv-0.3_alpha-peak,best_avg_alpha-0.2,"{'alpha': 0.2, 'grad_eps': 0.5, 'grad_iter': 20, 'grad_eta': 0.1}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-low.h5,mDark-1_rinv-0.3_alpha-low,False,False,0.5828283155795515,0.5062486115664812,0.015941923245294032,0.011279538980975994,0.0028713618902709665,0.5828209519386292,0.5430957078933716,0.9318397118135165,0.6606526843432883,0.5828283155795515,0.8822007832434725,0.013529807766563984
mDark-1_rinv-0.3_alpha-peak,best_avg_alpha-0.2,"{'alpha': 0.2, 'grad_eps': 0.5, 'grad_iter': 20, 'grad_eta': 0.1}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-peak.h5,mDark-1_rinv-0.3_alpha-peak,True,False,0.6741824921098523,0.5891312005222409,0.022723625509516322,0.0,0.0,0.6741299033164978,0.6680079102516174,0.9909186745243578,0.6606526843432883,0.5828283155795515,0.8822007832434725,0.013529807766563984
